source,target
宇宙・地球科学（学籍番号奇数クラス）_0,宇宙・地球科学（学籍番号奇数クラス）_1
宇宙・地球科学（学籍番号奇数クラス）_0,宇宙・地球科学（学籍番号奇数クラス）_6
宇宙・地球科学（学籍番号奇数クラス）_0,宇宙・地球科学（学籍番号奇数クラス）_11
宇宙・地球科学（学籍番号奇数クラス）_0,宇宙・地球科学（学籍番号奇数クラス）_16
宇宙・地球科学（学籍番号奇数クラス）_0,宇宙・地球科学（学籍番号奇数クラス）_21
宇宙・地球科学（学籍番号奇数クラス）_0,宇宙・地球科学（学籍番号奇数クラス）_26
宇宙・地球科学（学籍番号奇数クラス）_1,宇宙・地球科学（学籍番号奇数クラス）_2
宇宙・地球科学（学籍番号奇数クラス）_1,宇宙・地球科学（学籍番号奇数クラス）_3
宇宙・地球科学（学籍番号奇数クラス）_1,宇宙・地球科学（学籍番号奇数クラス）_4
宇宙・地球科学（学籍番号奇数クラス）_1,宇宙・地球科学（学籍番号奇数クラス）_5
宇宙・地球科学（学籍番号奇数クラス）_6,宇宙・地球科学（学籍番号奇数クラス）_7
宇宙・地球科学（学籍番号奇数クラス）_6,宇宙・地球科学（学籍番号奇数クラス）_8
宇宙・地球科学（学籍番号奇数クラス）_6,宇宙・地球科学（学籍番号奇数クラス）_9
宇宙・地球科学（学籍番号奇数クラス）_6,宇宙・地球科学（学籍番号奇数クラス）_10
宇宙・地球科学（学籍番号奇数クラス）_11,宇宙・地球科学（学籍番号奇数クラス）_12
宇宙・地球科学（学籍番号奇数クラス）_11,宇宙・地球科学（学籍番号奇数クラス）_13
宇宙・地球科学（学籍番号奇数クラス）_11,宇宙・地球科学（学籍番号奇数クラス）_14
宇宙・地球科学（学籍番号奇数クラス）_11,宇宙・地球科学（学籍番号奇数クラス）_15
宇宙・地球科学（学籍番号奇数クラス）_16,宇宙・地球科学（学籍番号奇数クラス）_17
宇宙・地球科学（学籍番号奇数クラス）_16,宇宙・地球科学（学籍番号奇数クラス）_18
宇宙・地球科学（学籍番号奇数クラス）_16,宇宙・地球科学（学籍番号奇数クラス）_19
宇宙・地球科学（学籍番号奇数クラス）_16,宇宙・地球科学（学籍番号奇数クラス）_20
宇宙・地球科学（学籍番号奇数クラス）_21,宇宙・地球科学（学籍番号奇数クラス）_22
宇宙・地球科学（学籍番号奇数クラス）_21,宇宙・地球科学（学籍番号奇数クラス）_23
宇宙・地球科学（学籍番号奇数クラス）_21,宇宙・地球科学（学籍番号奇数クラス）_24
宇宙・地球科学（学籍番号奇数クラス）_21,宇宙・地球科学（学籍番号奇数クラス）_25
宇宙・地球科学（学籍番号奇数クラス）_26,宇宙・地球科学（学籍番号奇数クラス）_27
宇宙・地球科学（学籍番号奇数クラス）_26,宇宙・地球科学（学籍番号奇数クラス）_28
宇宙・地球科学（学籍番号奇数クラス）_26,宇宙・地球科学（学籍番号奇数クラス）_29
